ID PCA,Grupo,Subgrupo,Classe,ID,Descrição,Unidade,Quantidade,Valor Unitário,Valor Total Estimado,Demandante,SIGLA,Quantidade (num),Valor Unitário (num),Valor Total Estimado (num)
7579,MATERIAL EDUCATIVO E ESPORTIVO,MATERIAL E UTENSÍLIOS PARA ATIVIDADES ESPORTIVAS,BOLA FUTEBOL CAMPO,111105,"BOLA FUTEBOL CAMPO , MATERIAL(IS): PVC, CIRCUNFERÊNCIA: 68CM A 70CM, PESO: 410 A 440G, CARACTERÍSTICA(S) ADICIONAL(IS): COSTURADA, COM MIOLO REMOVÍVEL E LUBRIFICADO.",UNIDADE,20," R$ 71,21 "," R$ 1.424,20 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,20.0,71.21,1424.2
9088,MOBILIÁRIO EM GERAL,POLTRONAS E ACESSÓRIOS,POLTRONA GIRATÓRIA,109118,"POLTRONA GIRATÓRIA , MODELO: DIRETOR COM ESPALDAR MÉDIO, ASSENTO E ENCOSTO COM ESPUMA EM POLIURETANO INJETADO, COM DENSIDADE DE 55 A 60KG/M³, MOLDADA ANATOMICAMENTE COM ESPESSURA DE 40MM A 46MM, CAPA DE PROTEÇÃO E ACABAMENTO INJETADA EM POLIPROPILENO TEXTURIZADO, ALTA RESISTÊNCIA MECÂNICA CONTRA IMPACTOS E RESISTENTES A PRODUTOS QUÍMICOS, ASSENTO COM CAPACIDADE MÍNIMA 120KG, ESTRUTURA: BASE INJETADA EM NYLON 6 COM 30% DE FIBRA DE VIDRO Ø 690MM, 05 RODÍZIOS DE DUPLO GIRO (Ø50MM) INJETADOS EM NYLON COM REFORÇO EM POLIURETANO PARA RODÍZIO PISO FRIO COM SUPORTE EM POLIPROPILENO E PINO METÁLICO, PISTÃO A GÁS QUE ATENDE AS NORMAS INTERNACIONAIS DE QUALIDADE E SEGURANÇA ISO9001/DIN, CONSTITUÍDO POR SUPORTE EM CHAPA DE AÇO (ESPESSURA 1,9MM), PROTEGIDO POR TUDO INDUSTRIAL DE Ø50MM (ESPESSURA 1,5MM), APOIA-BRAÇO REGULÁVEL EM T COM ESTRUTURA EM TUBO DE AÇO OBLONGO 25MM X 50MM EM FORMA DE U, SOLDADA A CHAPA CENTRAL PRODUZIDA EM AÇO, HASTE EM L LATERAL PRODUZIDA EM TUBO DE AÇO NO FORMATO OBLONGO DE 18MM X 43MM, DESCANSO DE BRAÇO EM POLIURETANO INJETADO, CAPA TELESCÓPICA INJETADA EM POLIPROPILENO, MECANISMO DE REGULAGEM BACK SYSTEM E REGULAGEM DE BRAÇO, REGULAGENS: ALTURA DO ASSENTO AO SOLO: DE 410MM ATÉ 540MM, ALTURA DO ENCOSTO AO ASSENTO: DE 360MM ATÉ 440MM, ÂNGULO ENTRE ENCOSTO E ASSENTO: DE 90° ATÉ 108°, LARGURA ENTRE APOIA-BRAÇOS: DE 470MM A 540MM, ALTURA DO APOIA-BRAÇO AO ASSENTO: DE 175MM A 250MM, DIMENSÕES (±30MM): ASSENTO: LARGURA DE 450 MM E PROFUNDIDADE DE 440MM, ENCOSTO: LARGURA DE 420MM E ALTURA DE 490MM, REVESTIMENTO: COURO, COURVIN, VINIL OU POLIÉSTER E COR CONFORME ÓRGÃO SOLICITANTE, EM CONFORMIDADE COM AS NORMAS ISO 9001, NR17 DE ERGONOMIA E CERTIFICADO EMITIDO PELA ABNT.",UNIDADE,5," R$ 1.000,00 "," R$ 5.000,00 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,5.0,1000.0,5000.0
6201,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,CADEIRA DE RODAS,109973,"CADEIRA DE RODAS , MODELO TRANSPORTE ADULTO, ESTRUTURA FABRICADA EM ALUMÍNIO, DOBRÁVEL EM X COM SISTEMA DE FECHAMENTO POR ARTICULADORES, ROLAMENTO NAS QUATROS RODAS E NO EIXO VERTICAL DO GARFO, EIXO DE AÇO REFORÇADO, SISTEMA DE RODAS DIANTEIRAS DE 6, MACIÇAS, COM GARFO EM AÇO OU ALUMÍNIO, RODAS TRASEIRAS DE NYLON, TAMANHO 24 MONTADAS COM PNEUS INFLÁVEIS, ARO DE IMPULSÃO EM ALUMÍNIO, SISTEMA DE DESMONTAGEM RÁPIDA QUICK RELEASE NAS QUATRO RODAS, SISTEMA DE REGULAGEM DE ALTURA DAS RODAS TRASEIRAS; APOIO DE PÉS REBATÍVEL E COM REGULAGEM DE ALTURA, FAIXA DE APOIO PARA AS PERNAS, PROTETOR LATERAL DE ROUPAS COM ABAS EM NYLON OU ALUMÍNIO; ENCOSTO COM NYON ALCOCHOADO, FREIOS BILATERAIS AJUSTÁVEIS, TAPEÇARIA100% EM NYLON ALCOCHOADO E IMPERMEÁVEL, ALMOFADA COM ESPESSURA 5CM EM ALTA DENSIDADE COM CAPA REMOVÍVEL, CINTO PÉLVICO DE SEGURANÇA, RODAS ANTI-TIP OU ANTITOMBO REMOVÍVEIS, PINTURA POR PROCESSO ELETROSTÁTICO OU EPOXI, PUNHO PARA CONDUÇÃO DE TERCEIROS, CAPACIDADE DE PESO DE PELO MENOS 110KG, DIMENSÕES DE ASSENTO E ENCOSTO CONFECCIONADAS CONFORME PRESCRIÇÃO DE UM PROFISSIONAL DE SAÚDE HABILITADO EM FORMULÁRIO PADRONIZADO.",UNIDADE,10," R$ 627,41 "," R$ 6.274,10 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,10.0,627.41,6274.1
6201,"APARELHOS, EQUIPAMENTOS, UTENSÍLIOS MÉDICO-ODONTOLÓGICOS, LABORATORIAL E HOSPITALAR",APARELHOS E UTENSÍLIOS HOSPITALARES,CADEIRA DE RODAS,109973,"CADEIRA DE RODAS , MODELO TRANSPORTE ADULTO, ESTRUTURA FABRICADA EM ALUMÍNIO, DOBRÁVEL EM X COM SISTEMA DE FECHAMENTO POR ARTICULADORES, ROLAMENTO NAS QUATROS RODAS E NO EIXO VERTICAL DO GARFO, EIXO DE AÇO REFORÇADO, SISTEMA DE RODAS DIANTEIRAS DE 6, MACIÇAS, COM GARFO EM AÇO OU ALUMÍNIO, RODAS TRASEIRAS DE NYLON, TAMANHO 24 MONTADAS COM PNEUS INFLÁVEIS, ARO DE IMPULSÃO EM ALUMÍNIO, SISTEMA DE DESMONTAGEM RÁPIDA QUICK RELEASE NAS QUATRO RODAS, SISTEMA DE REGULAGEM DE ALTURA DAS RODAS TRASEIRAS; APOIO DE PÉS REBATÍVEL E COM REGULAGEM DE ALTURA, FAIXA DE APOIO PARA AS PERNAS, PROTETOR LATERAL DE ROUPAS COM ABAS EM NYLON OU ALUMÍNIO; ENCOSTO COM NYON ALCOCHOADO, FREIOS BILATERAIS AJUSTÁVEIS, TAPEÇARIA100% EM NYLON ALCOCHOADO E IMPERMEÁVEL, ALMOFADA COM ESPESSURA 5CM EM ALTA DENSIDADE COM CAPA REMOVÍVEL, CINTO PÉLVICO DE SEGURANÇA, RODAS ANTI-TIP OU ANTITOMBO REMOVÍVEIS, PINTURA POR PROCESSO ELETROSTÁTICO OU EPOXI, PUNHO PARA CONDUÇÃO DE TERCEIROS, CAPACIDADE DE PESO DE PELO MENOS 110KG, DIMENSÕES DE ASSENTO E ENCOSTO CONFECCIONADAS CONFORME PRESCRIÇÃO DE UM PROFISSIONAL DE SAÚDE HABILITADO EM FORMULÁRIO PADRONIZADO.",UNIDADE,1," R$ 627,41 "," R$ 627,41 ",DIRETORIA DE GESTÃO E DA REGULAÇÃO DO TRABALHO EM SAÚDE,DTRAB,1.0,627.41,627.41
5991,APARELHOS DE MEDIÇÃO E ORIENTAÇÃO,APARELHOS E UTENSÍLIOS DE MEDIÇÃO E CONTROLE,BALANÇA DIGITAL,110233,"BALANÇA DIGITAL , DESCRIÇÃO: DISPLAY DE CRISTAL LÍQUIDO, PLATAFORMA DE VIDRO NEGRO OU TRANSPARENTE COM AÇO ESCOVADO; MEMÓRIA DE 12 USUÁRIOS, DESLIGAMENTO AUTOMÁTICO, ALIMENTAÇÃO DE 02 BATERIAS, CAPACIDADE: 150KG.",UNIDADE,2," R$ 89,50 "," R$ 179,00 ",DIRETORIA DE ATENÇÃO PRIMÁRIA,DAP,2.0,89.5,179.0
5991,APARELHOS DE MEDIÇÃO E ORIENTAÇÃO,APARELHOS E UTENSÍLIOS DE MEDIÇÃO E CONTROLE,BALANÇA DIGITAL,110233,"BALANÇA DIGITAL , DESCRIÇÃO: DISPLAY DE CRISTAL LÍQUIDO, PLATAFORMA DE VIDRO NEGRO OU TRANSPARENTE COM AÇO ESCOVADO; MEMÓRIA DE 12 USUÁRIOS, DESLIGAMENTO AUTOMÁTICO, ALIMENTAÇÃO DE 02 BATERIAS, CAPACIDADE: 150KG.",UNIDADE,100," R$ 89,50 "," R$ 8.950,00 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,100.0,89.5,8950.0
9091,MOBILIÁRIO EM GERAL,POLTRONAS E ACESSÓRIOS,POLTRONA GIRATÓRIA,110267,"POLTRONA GIRATÓRIA , MODELO: PRESIDENTE COM ESPALDAR ALTO, COM BRAÇOS, CHASSI EM CONCHA ÚNICA DE MADEIRA MULTILAMINADA MOLDA A QUENTE EM FORMATO ANATÔMICO, COM ESPESSURA MÍNIMA DE 15MM E RELEVO PARA APOIO LOMBAR, CAPACIDADE MÁXIMA: 140KG NO MÍNIMO, ESTRUTURA: BASE CONFECCIONADA EM LIGA ESPECIAL DE ALUMÍNIO POLIDO, MOLDADAS PELO PROCESSO DE INJEÇÃO COM ALTA PRESSÃO, PERMITEM A FIXAÇÃO DE 05 RODÍZIOS PISO FRIO DE DUPLO GIRO (Ø50MM) INJETADOS EM NYLON COM REFORÇO EM POLIURETANO COM SUPORTE EM POLIPROPILENO E PINO METÁLICO, COLUNA COM SISTEMA DE REGULAGEM DE ALTURA POR ACIONAMENTO À GÁS, APOIA-BRAÇO EM FORMA DE ARCO COM ESTRUTURA EM CHAPA DE AÇO, ASSENTO: LARGURA DE 545MM E PROFUNDIDADE DE 520MM, ENCOSTO: LARGURA DE 545MM E ALTURA DE 755MM, REVESTIMENTO: COURO, COURVIN, VINIL OU POLIÉSTER E COR CONFORME ÓRGÃO SOLICITANTE, EM CONFORMIDADE COM AS NORMAS DE ERGONOMIA E CERTIFICADO EMITIDO PELA ABNT.",UNIDADE,7," R$ 685,00 "," R$ 4.795,00 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,7.0,685.0,4795.0
6492,GÊNEROS DE ALIMENTAÇÃO +,"PRODUTOS DE PADARIA, CONFEITARIA E BOMBONIERE",PÃO DE FORMA,110818,"PÃO DE FORMA , TIPO: DE BATATA, APRESENTAÇÃO: COM CASCA, FATIADO, ACONDICIONADO EM EMBALAGEM PLÁSTICA, INGREDIENTES: FARINHA DE ARROZ, FARINHA DE SOJA, FLOCOS DE BATATA, POLVILHO DOCE, LECITINA DE SOJA, SAL, FERMENTO BIOLÓGICO, VINAGRE, ÓLEO VEGETAL, ESPESSANTE, SEM GLÚTEN, SEM LACTOSE, SEM AÇÚCAR E SEM OVO, PESO: 500G.(ID CADASTRADO NO CONTRATO Nº.013/2022)",UNIDADE,720," R$ 6,60 "," R$ 4.752,00 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,720.0,6.6,4752.0
7579,MATERIAL EDUCATIVO E ESPORTIVO,MATERIAL E UTENSÍLIOS PARA ATIVIDADES ESPORTIVAS,BOLA FUTEBOL CAMPO,111105,"BOLA FUTEBOL CAMPO , MATERIAL(IS): PVC, CIRCUNFERÊNCIA: 68CM A 70CM, PESO: 410 A 440G, CARACTERÍSTICA(S) ADICIONAL(IS): COSTURADA, COM MIOLO REMOVÍVEL E LUBRIFICADO.",UNIDADE,20," R$ 71,21 "," R$ 1.424,20 ",DIRETORIA DE LOGÍSTICA,DLOG,20.0,71.21,1424.2
7790,MATERIAL FARMACOLÓGICO +,MEDICAMENTOS,MIKANIA GLOMERATA,111865,"MIKANIA GLOMERATA , CONCENTRAÇÃO: EQUIVALENTE A FAIXA DE 80 A 90 ΜG/ML DE CUMARINA, FORMA FARMACÊUTICA: XAROPE, FORMA DE APRESENTAÇÃO: FRASCO DE 120ML A 150ML",FRASCO,225000," R$ 5,95 "," R$ 1.338.750,00 ",DIRETORIA DE LOGÍSTICA,DLOG,225000.0,5.95,1338750.0
6335,"APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL","SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL",SERVIÇO DE PORTARIA,112479,"SERVIÇO DE PORTARIA, CARACTERÍSTICAS: ESPECIALIZADO NA PRESTAÇÃO DE SERVIÇO DE AGENTE DE PORTARIA/PORTEIRO, ÁREA ADMINISTRATIVA, NO PERÍODO DIURNO, COM JORNADA DE TRABALHO DE 12H X 36H, CARACTERÍSTICAS ADICIONAIS: CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.005/2022)",POSTO,636," R$ 8.518,07 "," R$ 5.417.492,52 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,636.0,8518.07,5417492.52
6336,"APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL","SERVIÇOS DE APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL",SERVIÇO DE PORTARIA,112480,"SERVIÇO DE PORTARIA, CARACTERÍSTICAS: ESPECIALIZADO NA PRESTAÇÃO DE SERVIÇO DE AGENTE DE PORTARIA/PORTEIRO, ÁREA ADMINISTRATIVA, NO PERÍODO NOTURNO, COM JORNADA DE TRABALHO DE 12H X 36H, CARACTERÍSTICAS ADICIONAIS: CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.(ID CADASTRADO NO CONTRATO Nº.005/2022)",POSTO,360," R$ 11.490,94 "," R$ 4.136.738,40 ",CONTRATOS VIGENTES - SEMSA,CONTRATOS,360.0,11490.94,4136738.4
7529,MATERIAL DE PROTEÇÃO E SEGURANÇA,MATERIAIS E ACESSÓRIOS DE PROTEÇÃO INDIVIDUAL,LUVA DE PROTEÇÃO,500011,"LUVA DE PROTEÇÃO , MATERIAL: VAQUETA CURTIDA AO CROMO, CANO: CURTO, PUNHO: MEDINDO 7CM, CARACTERÍSTICAS: COM ELÁSTICO EMBUTIDO NO DORSO, ACABAMENTO EM VIÉS, REFORÇO INTERNO NA PALMA, TAMANHOS: P, M E G, NORMAS TÉCNICAS: REGISTRO E CA NO MINISTÉRIO DO TRABALHO.",PAR,200," R$ 21,80 "," R$ 4.360,00 ",DIRETORIA DE LOGÍSTICA,DLOG,200.0,21.8,4360.0
7519,MATERIAL DE PROTEÇÃO E SEGURANÇA,MATERIAIS E ACESSÓRIOS DE PROTEÇÃO INDIVIDUAL,CALÇADO DE SEGURANÇA,500014,"CALÇADO DE SEGURANÇA , TIPO: BOTINA, MATERIAL: VAQUETA HIDROFUGADA CURTIDA AO CROMO, FECHAMENTO: LATERAL COM ELÁSTICO, MODELO: COM BIQUEIRA DE PVC, CARACTERÍSTICAS: PALMILHA DE MONTAGEM ANTIMICROBIANA REVESTIDA EM NÃO TECIDO, COM SOLADO ANTIDERRAPANTE DE POLIURETANO, BIDENSIDADE INJETADO DIRETO NO CABEDAL, COR: PRETA, NUMERAÇÃO: 33 A 47, NORMAS TÉCNICAS: REGISTRO E CA NO MINISTÉRIO DO TRABALHO.",PAR,1500," R$ 45,05 "," R$ 67.575,00 ",DIRETORIA DE LOGÍSTICA,DLOG,1500.0,45.05,67575.0
7465,MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO,ARTIGOS E UTENSÍLIOS PARA LIMPEZA,ESCOVA,500021,"ESCOVA ,APLICAÇÃO: LIMPEZA DE CHÃO EM GERAL, MATERIAL CERDAS: NYLON LISO, MATERIAL CEPA: MADEIRA, MATERIAL CABO: MADEIRA, DIMENSÕES CEPA: 26CM X 5CM X 3CM (A X L X C), DIMENSÃO DO CABO: 120CM, VARIAÇÃO DE ±5%.
CARACTERÍSTICAS ADICIONAIS: CABO INCLINADO EM MADEIRA POLIDA.",UNIDADE,500," R$ 6,48 "," R$ 3.240,00 ",DIRETORIA DE LOGÍSTICA,DLOG,500.0,6.48,3240.0
7466,MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO,ARTIGOS E UTENSÍLIOS PARA LIMPEZA,ESCOVA,500037,"ESCOVA ,FORMATO: OVAL, APLICAÇÃO: LIMPEZA EM GERAL, MATERIAL CERDAS: NYLON LISO, MATERIAL CEPA: MADEIRA, DIMENSÕES: 13,5CM X 7CM X 4CM (C X L X A), VARIAÇÃO DE ±5%.",UNIDADE,700," R$ 1,96 "," R$ 1.372,00 ",DIRETORIA DE LOGÍSTICA,DLOG,700.0,1.96,1372.0
7471,MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO,ARTIGOS E UTENSÍLIOS PARA LIMPEZA,LIXEIRA,500038,"LIXEIRA , MATERIAL: POLIPROPILENO DE MÉDIA DENSIDADE, FORMATO: CILÍNDRICA, CAPACIDADE: 100 LITROS, COR: A SER DEFINIDA, CARACTERÍSTICAS ADICIONAIS: COM ALÇAS LATERAIS E TAMPA.",UNIDADE,150," R$ 50,30 "," R$ 7.545,00 ",DIRETORIA DE LOGÍSTICA,DLOG,150.0,50.3,7545.0
6487,GÊNEROS DE ALIMENTAÇÃO +,BEBIDAS NÃO ALCOÓLICAS (EXCETO PRODUTOS LÁCTEOS),GELO,500056,"GELO , TIPO: ESCAMA, MATERIAL: ÁGUA POTÁVEL, CARACTERÍSTICAS: INODORO E INSÍPIDO, APLICAÇÃO: REFRIGERAÇÃO EM GERAL, COR: INCOLOR, UNIDADE DE FORNECIMENTO: SACO COM 40KG, NORMAS TÉCNICAS: REGISTRO NO MINISTÉRIO DA SAÚDE.",UNIDADE,6500," R$ 14,10 "," R$ 91.650,00 ",DIRETORIA DE LOGÍSTICA,DLOG,6500.0,14.1,91650.0
7455,MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO,ARTIGOS E UTENSÍLIOS PARA LIMPEZA,ESPONJA LIMPEZA,500063,"ESPONJA LIMPEZA , MATERIAL: ESPUMA DE POLIURETANO, FIBRA SINTÉTICA ABRASIVA E RESINA, CARACTERÍSTICAS ADICIONAIS: DUPLA FACE (MACIA E ÁSPERA), DIMENSÕES: 110MM X 75MM X 20MM (C X L X A), VARIAÇÃO DE ±5%.",UNIDADE,72000," R$ 0,77 "," R$ 55.440,00 ",DIRETORIA DE LOGÍSTICA,DLOG,72000.0,0.77,55440.0
7656,MATERIAL ELÉTRICO E ELETRÔNICO,MATERIAL PARA ELÉTRICA E ILUMINAÇÃO,ADAPTADOR DE TOMADA,500084,"ADAPTADOR DE TOMADA , TIPO: BENJAMIM, MATERIAL CORPO: TERMOPLÁSTICO, MODELO: 03 SAÍDAS 2P + T, EM FORMATO DE T, AMPERAGEM: 10A, TENSÃO: 250V, CARACTERÍSTICAS: ACESSÓRIO MÓVEL EM UMA ÚNICA PEÇA QUE INCORPORA UM PLUGUE E TRÊS TOMADAS, APLICAÇÃO: CONECTAR DIVERSOS APARELHOS ELÉTRICOS NUMA MESMA TOMADA, COR: A SER DEFINIDA, NORMAS TÉCNICAS: INMETRO E EM CONFORMIDADE COM A ABNT.",UNIDADE,4," R$ 7,27 "," R$ 29,08 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,4.0,7.27,29.08
7485,MATERIAL DE LIMPEZA E PRODUTO DE HIGIENIZAÇÃO,ARTIGOS E UTENSÍLIOS PARA LIMPEZA,VASSOURA,500105,"VASSOURA , TIPO: GARI, APLICAÇÃO: LIMPEZA EM GERAL, ESPECIAL
PARA ÁREAS GRANDES E PISOS ÁSPEROS, MATERIAL CERDAS: FIOS DE CIPÓ, DIMENSÃO
CERDA: 9CM DE COMPRIMENTO, VARIAÇÃO DE ±5%, MATERIAL CEPA:
MADEIRA, DIMENSÃO CEPA: 30CM X 4CM X 3CM (C X L X E), VARIAÇÃO DE ±5%,
NÚMERO DE FUROS: 20 FUROS MÉDIOS, MATERIAL CABO: MADEIRA, DIMENSÃO DO
CABO: 120CM.",UNIDADE,1000," R$ 8,99 "," R$ 8.990,00 ",DIRETORIA DE LOGÍSTICA,DLOG,1000.0,8.99,8990.0
7435,MATERIAL DE EXPEDIENTE E ESCOLAR,ARTIGOS PARA ESCRITÓRIO,ENVELOPE,500115,"ENVELOPE , MATERIAL: PAPEL KRAFFT, GRAMATURA: 90G/M², COR: A SER DEFINIDA, DIMENSÕES: 290MM X 210MM (A X L).",UNIDADE,50," R$ 0,29 "," R$ 14,50 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,50.0,0.29,14.5
7434,MATERIAL DE EXPEDIENTE E ESCOLAR,ARTIGOS PARA ESCRITÓRIO,ENVELOPE,500119,"ENVELOPE , MATERIAL: PAPEL KRAFFT, GRAMATURA: 90G/M², COR: A SER DEFINIDA, DIMENSÕES: 280MM X 200MM (A X L).",UNIDADE,50," R$ 0,28 "," R$ 14,00 ",DIRETORIA DE VIGILÂNCIA SANITÁRIA,DVISA,50.0,0.28,14.0
7346,MATERIAL DE EXPEDIENTE E ESCOLAR,ARTIGOS PARA ESCRITÓRIO,ENVELOPE,500120,"ENVELOPE , MATERIAL: PAPEL KRAFFT, GRAMATURA: 90G/M², COR: A SER DEFINIDA, DIMENSÕES: 360MM X 260MM (A X L).",UNIDADE,20000," R$ 0,25 "," R$ 5.000,00 ",DIRETORIA DE LOGÍSTICA,DLOG,20000.0,0.25,5000.0
7443,MATERIAL DE EXPEDIENTE E ESCOLAR,ARTIGOS PARA ESCRITÓRIO,APAGADOR QUADRO,500140,"APAGADOR QUADRO , MATERIAL: POLIPROPILENO, MATERIAL BASE: FELTRO, COR: COR A SER DEFINIDA, CARACTERÍSTICAS: FELTRO MACIO, DIMENSÕES: 14,0CM X 5,0CM (C X L), VARIAÇÃO DE ±10CM.",UNIDADE,280," R$ 8,77 "," R$ 2.455,60 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,280.0,8.77,2455.6
7514,MATERIAL DE PROTEÇÃO E SEGURANÇA,MATERIAIS E ACESSÓRIOS DE PROTEÇÃO DE BENS,CADEADO,500147,"CADEADO , MATERIAL CORPO: LATÃO MACIÇO, MATERIAL HASTE: AÇO, DIMENSÃO: 60MM, CARACTERÍSTICAS: HASTE CEMENTADA, DUPLA TRAVA, CONTENDO DUAS CHAVES.",UNIDADE,300," R$ 57,53 "," R$ 17.259,00 ",DIRETORIA DE LOGÍSTICA,DLOG,300.0,57.53,17259.0
5999,APARELHOS DE MEDIÇÃO E ORIENTAÇÃO,APARELHOS E UTENSÍLIOS DE MEDIÇÃO E CONTROLE,DETECTOR DE TENSÃO,500152,"DETECTOR DE TENSÃO , APLICAÇÃO: IDENTIFICAR A PRESENÇA DE TENSÃO AC SEM CONTATO ELÉTRICO, CARACTERÍSTICAS: INDICAÇÃO SONORA E LUMINOSA DA PRESENÇA DE TENSÃO, TENSÃO DE OPERAÇÃO: MÍNIMA 90V E MÁXIMA DE 600V AC, FREQUÊNCIA: 60HZ, CARACTERÍSTICAS ADICIONAIS: CONTENDO PILHAS, GARANTIA: 12 MESES.",UNIDADE,2," R$ 144,58 "," R$ 289,16 ",DIRETORIA DE ADMINISTRAÇÃO E INFRAESTRUTURA,DAI,2.0,144.58,289.16
7444,MATERIAL DE EXPEDIENTE E ESCOLAR,ARTIGOS PARA ESCRITÓRIO,TESOURA,500169,"TESOURA , MATERIAL LÂMINA: AÇO INOX, MATERIAL CABO: POLIPROPILENO, APLICAÇÃO: MULTIUSO, COR: A SER DEFINIDA, CARACTERÍSTICA ADICIONAIS: PONTA ARREDONDADA, DIMENSÃO: 13CM DE COMPRIMENTO.",UNIDADE,394," R$ 9,45 "," R$ 3.723,30 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,394.0,9.45,3723.3
6665,LOCAÇÃO DE VEÍCULOS,SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES,SERVIÇOS DE LOCAÇÃO DE VEÍCULOS TIPO VAN,500180,"SERVIÇOS DE LOCAÇÃO DE VEÍCULOS TIPO VAN , DESCRIÇÃO: MOTOR A PARTIR DE 2.2, COM NO MÍNIMO 130CV, A DIESEL, CAPACIDADE MÍNIMA DE 16 LUGARES, CÂMBIO MANUAL DE 06 VELOCIDADES, COM NO MÁXIMO 2 (DOIS) ANOS DE USO A PARTIR DA DATA DE FABRICAÇÃO, INFORMAÇÕES ADICIONAIS: COM MOTORISTA, SEM COMBUSTÍVEL, COM AR CONDICIONADO, DIREÇÃO HIDRÁULICA, VIDROS E TRAVAS ELÉTRICOS, CD PLAYER, RÁDIO AM/FM, CORTINAS NAS JANELAS, POLTRONAS COM CINTO DE SEGURANÇA, TACÓGRAFO, SIRENE DE RÉ, VEÍCULO LIMPO, HIGIENIZADO, COM MANUTENÇÃO TOTAL POR CONTA DA CONTRATADA. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",LOCAÇÃO DIÁRIA,1460," R$ 1.159,99 "," R$ 1.693.585,40 ",DIRETORIA DE ATENÇÃO ESPECIALIZADA E APOIO DIAGNÓSTICO,DAEAD,1460.0,1159.99,1693585.4
6665,LOCAÇÃO DE VEÍCULOS,SERVIÇOS DE LOCAÇÃO DE VEÍCULOS AUTOMOTORES,SERVIÇOS DE LOCAÇÃO DE VEÍCULOS TIPO VAN,500180,"SERVIÇOS DE LOCAÇÃO DE VEÍCULOS TIPO VAN , DESCRIÇÃO: MOTOR A PARTIR DE 2.2, COM NO MÍNIMO 130CV, A DIESEL, CAPACIDADE MÍNIMA DE 16 LUGARES, CÂMBIO MANUAL DE 06 VELOCIDADES, COM NO MÁXIMO 2 (DOIS) ANOS DE USO A PARTIR DA DATA DE FABRICAÇÃO, INFORMAÇÕES ADICIONAIS: COM MOTORISTA, SEM COMBUSTÍVEL, COM AR CONDICIONADO, DIREÇÃO HIDRÁULICA, VIDROS E TRAVAS ELÉTRICOS, CD PLAYER, RÁDIO AM/FM, CORTINAS NAS JANELAS, POLTRONAS COM CINTO DE SEGURANÇA, TACÓGRAFO, SIRENE DE RÉ, VEÍCULO LIMPO, HIGIENIZADO, COM MANUTENÇÃO TOTAL POR CONTA DA CONTRATADA. CONFORME PROJETO BÁSICO/TERMO DE REFERÊNCIA.",LOCAÇÃO DIÁRIA,4380," R$ 1.159,99 "," R$ 5.080.756,20 ","DIRETORIA DE VIGILÂNCIA EPIDEMIOLÓGICA, AMBIENTAL, ZOONOSES E DA SAÚDE DO TRABALHO",DVAE,4380.0,1159.99,5080756.2
